,Month,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08
676,oneplus ear buds,28.0,57.0,54.0,45.75,61.0,51.4,68.0,74.0,58.2,66.25,66.25,64.4,59.0
677,oneplus,65.0,86.75,85.0,63.75,69.0,75.4,76.0,73.5,82.8,80.5,88.0,91.2,87.0
678,ear buds pro,39.0,68.5,57.6,41.0,45.0,34.8,51.75,62.25,41.0,51.75,59.75,60.6,53.0
679,noise buds,65.0,79.25,64.4,56.0,55.25,60.0,76.0,61.5,43.6,49.25,64.0,75.4,71.5
680,noise ear buds,45.0,72.0,59.4,48.75,50.75,48.2,54.75,57.25,36.8,38.5,54.5,65.0,56.5
681,nothing,67.0,65.75,53.6,45.5,47.5,54.6,52.0,60.5,46.2,49.75,55.5,74.0,52.5
682,nothing ear buds,22.0,43.75,40.2,43.0,43.0,42.6,35.25,65.0,42.4,34.25,37.75,41.4,55.0
683,nothing buds,40.0,51.0,40.4,45.5,44.5,43.2,45.25,62.0,41.4,42.25,45.75,54.2,51.0
684,nothing ear,22.0,24.25,40.4,29.25,22.0,22.0,18.5,50.75,18.4,16.5,17.75,21.0,17.5
685,realme ear buds,55.0,77.5,57.8,56.25,54.75,44.2,42.25,53.75,52.6,62.25,46.25,56.0,83.0
686,realme buds,68.0,79.75,58.2,51.0,51.25,52.6,49.75,50.0,46.2,47.0,55.25,73.0,55.0
687,samsung buds,50.0,77.25,60.2,50.5,49.5,54.8,66.5,54.5,49.0,50.25,63.75,65.4,62.0
688,samsung ear buds,35.0,68.25,64.4,38.25,51.25,35.2,48.75,51.0,49.6,46.5,62.75,50.0,82.0
689,wireless ear buds,60.0,68.5,53.6,55.25,50.0,41.8,50.5,56.5,57.6,77.25,76.25,57.0,63.0
690,bluetooth ear buds,57.0,67.75,70.2,33.0,59.0,40.4,64.75,54.5,44.6,52.5,73.0,43.8,69.5
691,ear buds cotton,39.0,68.0,61.0,53.5,58.5,58.6,60.25,49.75,29.0,45.25,47.5,66.8,41.5
692,realme techlife buds t100,95.0,90.0,49.6,60.75,56.75,60.6,61.5,74.0,67.2,63.75,63.0,59.8,62.0
693,realme buds air 3s,9.0,74.0,39.2,23.75,27.0,27.4,23.5,18.75,16.2,19.0,19.0,19.0,18.5
694,boat nirvana ion,0.0,0.0,0.0,0.0,0.0,0.0,0.25,33.25,63.4,46.75,40.0,22.0,13.5
695,ear buds for noise reduction,34.0,24.25,13.0,37.25,21.25,30.6,13.5,31.25,18.0,0.0,0.0,8.2,21.0
696,nothing ear 2 vs oneplus buds pro 2,37.0,11.5,4.4,5.75,30.75,8.4,7.25,40.5,47.6,12.75,23.75,6.0,25.0
697,nothing ear stick,1.0,7.5,32.8,13.75,10.0,7.6,4.5,4.25,1.8,1.5,2.0,3.2,2.0
698,realme buds air 3 neo,39.0,64.25,34.6,28.0,30.75,33.4,31.75,24.0,23.6,24.5,26.25,25.0,20.0
699,ear piercing,68.0,66.75,75.8,72.5,74.75,87.2,78.75,77.75,82.8,85.5,88.75,77.8,81.5
700,oppo enco buds 2,44.0,57.0,44.0,49.75,61.25,61.6,52.5,58.5,57.8,63.0,67.25,83.8,87.0
701,oneplus nord buds 2,10.0,14.25,10.4,7.0,10.0,11.6,14.5,18.5,64.6,62.5,77.75,84.0,75.0
702,oneplus buds pro 2,1.0,4.25,5.6,5.75,6.5,24.8,69.25,31.75,16.2,19.0,31.0,23.2,20.0
703,oppo enco x2,51.0,52.0,36.2,36.0,59.5,48.8,39.25,34.75,49.0,37.25,38.25,28.6,23.0
704,jbl tune 230nc,69.0,70.0,71.6,47.0,57.25,50.6,63.0,54.5,52.4,58.75,54.75,76.2,86.5
705,ear stick,2.0,8.75,35.4,15.25,12.25,10.2,7.0,6.75,3.4,3.75,5.0,6.2,5.0
706,one plus nord buds,41.0,70.0,59.2,51.25,55.25,51.0,54.5,50.5,55.8,47.5,55.5,78.2,59.0
707,oneplus nord buds,16.0,22.0,18.2,15.75,17.0,17.2,19.25,19.5,28.2,24.25,33.25,53.4,28.5
708,oppo enco air 2,44.0,70.25,54.2,53.0,67.75,76.2,62.0,64.75,60.6,59.25,71.0,79.6,68.5
709,ear buds under 200,0.0,15.0,3.2,0.0,12.0,2.8,14.0,23.75,11.0,42.75,13.75,0.0,8.0
710,nothing ear buds 2,10.0,8.25,15.0,13.75,17.5,15.2,14.5,51.0,35.0,26.75,46.5,36.4,30.5
711,oppo enco air 2 pro,42.0,56.5,42.4,41.75,58.0,72.0,50.75,63.0,51.2,54.25,67.5,80.0,67.5
712,gifts under 500 for secret santa,0.0,0.0,0.0,2.0,51.0,5.0,0.0,0.0,0.0,0.0,2.25,1.8,9.5
713,vape price,56.0,48.0,65.0,70.25,78.5,87.8,68.5,57.75,49.4,54.5,49.75,53.4,49.5
714,vape india,79.0,65.25,83.4,83.25,93.0,87.8,75.0,61.25,58.6,56.5,56.5,62.4,62.0
715,smoke,78.0,79.0,84.0,84.75,86.0,87.0,92.0,85.25,69.0,67.25,76.5,71.8,67.0
716,vape smoke,46.0,51.5,66.2,71.5,92.25,89.2,73.0,71.75,59.6,54.0,55.0,59.8,63.5
717,vape meaning,56.0,30.0,36.6,47.25,31.25,40.0,39.25,62.5,43.6,31.25,22.25,25.0,21.5
718,vape in india,75.0,63.0,83.4,91.75,89.5,83.4,71.25,59.25,50.8,49.5,47.0,51.0,47.0
719,vape yuoto,100.0,82.5,80.6,75.5,75.5,69.6,53.75,49.0,37.0,33.0,30.5,26.0,21.0
720,yuoto,100.0,83.75,84.2,79.5,77.75,79.0,61.0,55.75,42.6,38.25,36.25,32.2,25.5
721,vape iget,66.0,69.5,76.8,82.0,76.5,89.0,70.75,57.5,47.6,45.0,38.75,40.8,46.0
722,vape hookah,59.0,62.75,74.6,87.5,94.0,82.6,64.75,49.5,38.2,42.0,39.5,36.8,34.0
723,hookah,64.0,66.75,65.8,70.25,81.25,75.6,63.25,56.25,51.6,53.0,54.75,52.8,52.5
724,hookah vape,60.0,62.5,75.4,87.0,93.5,83.4,66.25,51.75,39.8,39.25,38.5,38.6,32.5
725,vape shop,54.0,48.75,63.6,67.0,86.5,80.2,69.25,64.25,55.4,61.5,76.5,74.0,70.0
726,iget,70.0,75.0,80.4,77.75,86.25,90.8,77.0,69.0,58.8,56.75,52.75,61.8,69.5
727,vape pen,65.0,63.0,77.8,82.75,89.75,74.4,63.0,48.0,39.0,38.75,33.25,34.4,29.5
728,vape near me,51.0,47.25,60.8,82.25,81.75,75.8,62.0,57.0,49.6,54.75,60.75,60.0,60.0
729,vape online,66.0,59.0,71.8,71.5,86.0,71.8,58.25,54.0,54.2,61.75,57.0,66.2,62.5
730,vape cigarette,70.0,55.5,62.4,69.75,71.5,87.0,68.75,54.5,45.0,48.5,45.25,49.6,46.5
731,cigarette,78.0,75.75,74.8,77.0,83.25,83.4,78.0,75.25,64.8,68.0,71.25,71.6,71.0
732,what is vape,35.0,27.25,31.4,35.75,42.0,38.2,37.25,67.0,35.8,26.75,24.75,25.6,26.0
733,elf bar vape,20.0,35.25,52.2,75.75,72.0,74.0,65.0,75.75,45.4,39.0,39.0,34.0,40.0
734,elf bar,36.0,44.25,57.8,87.25,87.25,84.2,81.25,81.5,59.6,58.5,64.0,55.8,50.0
735,buy vape,46.0,48.5,58.0,58.5,83.75,60.4,52.5,42.5,44.2,46.0,44.25,47.6,58.5
736,thanos,15.0,12.25,13.0,11.75,11.75,10.2,9.75,10.0,9.2,35.25,51.75,19.8,19.5
737,iget pro,0.0,6.25,26.0,33.5,43.25,67.0,54.5,55.75,39.8,34.0,26.0,53.0,44.0
738,p65 in vape,8.0,2.25,0.0,0.0,6.0,51.4,18.0,5.25,5.2,0.0,7.75,12.6,5.5
739,iget pro vape price,0.0,8.75,24.4,17.75,15.25,31.8,23.25,47.0,31.0,19.5,23.75,27.2,31.0
740,king x vape,0.0,10.25,0.0,20.0,12.5,26.0,31.0,19.5,7.4,12.0,12.25,34.6,0.0
741,chillax vape,21.0,10.25,47.4,14.0,31.5,15.4,7.25,25.25,10.0,8.5,13.75,0.0,0.0
742,the vape store india,0.0,0.0,0.0,0.0,0.0,6.8,31.5,49.0,10.6,6.5,11.0,38.0,38.0
743,iget pro vape,0.0,8.0,25.4,20.0,29.5,67.0,47.0,44.25,37.8,32.0,22.0,28.4,48.5
744,elfbar bc5000,0.0,2.75,3.2,16.25,71.25,85.8,70.5,47.5,41.4,37.0,32.75,28.4,16.5
745,elfbar,13.0,13.75,26.6,40.75,76.75,92.2,81.5,74.25,61.2,60.0,63.25,53.6,54.0
746,wape or vape,0.0,0.0,5.6,30.75,40.25,28.0,36.25,21.25,6.4,17.5,21.25,18.8,17.5
747,elfbar vape,9.0,11.5,16.8,22.75,61.25,69.2,53.75,50.0,52.8,41.0,58.0,50.0,70.5
748,elf bar bc5000,51.0,42.25,67.6,72.5,80.75,68.6,58.0,37.75,36.8,30.25,31.0,15.8,21.0
749,elf bar vape price,0.0,38.25,38.0,53.75,51.25,43.2,36.75,41.0,31.8,40.75,44.0,45.2,39.0
750,lost mary vape,0.0,7.0,3.4,28.25,27.0,49.4,24.75,22.75,21.4,11.25,32.25,7.6,29.5
751,thanos vape price,0.0,30.75,27.6,39.25,42.25,64.6,33.5,55.5,37.2,29.75,27.25,44.6,37.0
752,randm vape,30.0,21.0,23.6,20.75,71.25,40.0,39.25,23.75,21.8,23.25,21.25,17.8,21.5
753,vape thanos,26.0,39.5,57.0,63.5,78.0,86.4,63.75,51.5,48.6,41.75,43.0,40.4,33.5
754,vape 5000 puffs price,29.0,38.5,22.2,11.0,56.0,21.8,48.75,36.5,13.6,8.75,27.25,9.0,0.0
755,vape 5000 puffs,33.0,24.0,36.4,37.5,43.0,85.8,45.5,46.75,35.0,25.75,36.0,32.8,55.5
756,iget legend vape,0.0,61.75,48.6,42.25,40.25,36.8,29.5,32.5,41.2,30.0,35.5,24.2,14.5
757,iget legend,68.0,66.5,80.2,69.5,80.0,69.0,71.0,54.25,52.6,38.25,53.0,33.2,26.5
758,kk vape,24.0,33.25,26.4,43.75,75.5,34.0,46.75,48.5,17.8,13.75,9.5,21.8,27.0
759,vape price under 500,15.0,22.0,32.6,40.25,51.0,67.2,51.75,38.75,28.6,27.25,26.0,28.8,31.0
760,vape pen under 500,45.0,20.0,7.2,47.5,33.25,52.0,59.75,29.0,15.6,13.0,31.75,19.0,13.5
761,pen vape,71.0,66.75,80.2,87.25,93.75,81.8,65.75,52.0,39.8,42.0,33.75,36.0,28.0
762,vape hookah under 500,49.0,20.0,11.4,48.75,39.0,26.0,54.5,24.75,28.6,19.75,22.75,8.0,17.5
763,vape hookah price,57.0,49.25,65.6,73.25,81.5,70.4,59.25,38.0,29.2,31.0,32.5,32.6,36.0
764,vape hookah price under 500,0.0,23.5,12.0,11.75,20.25,33.6,6.5,6.75,20.8,0.0,30.25,37.4,22.0
765,vape smoke under 500,0.0,23.0,21.8,15.25,27.5,16.4,14.75,30.0,18.8,4.0,14.0,27.2,24.0
766,vape smoke price,43.0,53.0,70.8,73.0,80.0,78.2,52.5,76.0,55.4,56.75,55.5,66.0,69.5
767,vape smoke price under 500,0.0,21.75,13.0,21.25,22.25,5.2,8.25,35.5,12.4,29.5,13.0,39.6,29.0
768,vape under 1000,17.0,13.75,38.4,59.75,58.25,64.0,68.75,42.0,48.2,49.75,49.75,39.6,7.5
769,vape price under 500 flipkart,0.0,0.0,15.8,7.0,32.0,0.0,0.0,0.0,7.6,22.5,13.0,42.8,0.0
770,vape pen hookah,46.0,39.5,58.6,88.25,80.5,79.2,57.75,36.25,31.2,34.75,34.0,31.8,39.0
771,pen hookah,67.0,68.5,66.6,89.0,93.25,84.6,60.5,49.0,42.6,46.75,40.0,40.0,35.0
772,vape under 300,0.0,0.0,22.8,18.0,10.0,19.0,19.75,7.5,17.2,11.0,12.5,10.0,15.0
773,vape smoke pen,56.0,43.25,58.0,70.5,90.75,56.6,56.25,43.5,43.0,52.5,43.25,40.8,41.0
774,e cigarette,48.0,45.5,49.2,48.75,55.25,62.6,55.75,42.5,34.0,36.0,36.75,33.8,31.5
775,disposable vape,74.0,72.25,71.6,79.25,78.5,74.6,58.75,52.5,52.8,45.0,54.75,38.8,54.0
776,vape under 100,0.0,9.0,3.8,29.25,5.25,16.2,0.0,17.25,13.4,15.5,23.25,32.4,0.0
777,iget vape,60.0,66.25,72.0,74.75,72.5,87.2,66.5,56.5,45.8,40.0,37.5,39.0,46.5
778,vape soul,0.0,26.25,31.0,49.75,44.75,45.2,45.0,16.75,10.2,10.0,3.5,0.0,6.0
779,wape,62.0,60.25,75.6,84.75,91.75,92.4,77.0,62.75,55.6,50.75,57.25,51.0,47.5
780,vap,59.0,77.75,76.0,88.5,86.0,90.6,82.75,87.5,87.0,80.0,88.0,84.8,84.5
781,vape price delhi,41.0,26.75,32.6,33.0,24.5,60.0,31.0,44.75,36.4,47.75,28.75,21.2,38.5
782,aliexpress,84.0,85.25,86.6,89.25,85.25,90.6,83.0,81.5,80.0,90.25,89.0,93.0,92.0
783,vape shops near me,51.0,47.5,77.0,77.75,71.5,48.6,44.75,50.0,37.4,47.75,58.0,47.4,35.0
784,cargo jeans women,8.0,16.5,17.2,14.5,16.75,27.6,31.0,48.0,54.2,60.25,72.25,71.4,99.0
785,jeans pants for women,35.0,60.5,49.2,46.5,58.0,55.0,46.75,68.25,74.2,77.0,86.25,77.2,97.5
786,women jeans,70.0,78.75,74.2,75.0,81.25,78.4,76.0,83.5,85.4,89.0,96.25,90.8,99.0
787,cargo pants men,44.0,44.5,49.8,42.25,46.0,55.2,57.5,65.75,76.6,71.5,86.25,83.2,95.5
788,cargo pants for women black,13.0,27.0,22.2,21.0,18.75,21.0,24.75,31.5,44.0,68.0,80.0,62.0,47.0
789,black cargo pants,42.0,43.5,43.4,45.0,44.0,52.6,61.0,62.0,70.8,76.75,75.25,82.0,98.0
790,black pants for women,62.0,51.25,64.8,59.5,63.0,56.4,62.25,55.25,70.0,77.75,93.25,76.8,93.5
791,black cargo pants women,16.0,33.0,23.6,23.25,33.0,30.6,40.0,43.5,38.4,66.0,78.5,65.6,84.0
792,shirt for women,64.0,71.0,64.0,61.0,56.75,60.8,73.5,83.5,87.8,83.75,93.75,87.6,92.0
793,baggy pants for women,36.0,25.75,16.0,20.25,28.0,23.6,23.25,44.0,54.4,45.75,77.75,66.0,76.0
794,baggy pants women,43.0,30.5,39.4,31.75,29.75,38.0,51.25,64.0,69.2,63.25,84.75,73.4,78.5
795,trousers,79.0,82.5,77.4,79.0,77.75,78.0,80.25,81.5,88.8,87.0,96.25,91.4,93.0
796,white pants for women,67.0,43.25,47.0,46.25,41.5,45.6,46.25,59.5,63.8,68.0,78.5,70.4,95.5
797,cargo trousers women,44.0,34.75,7.2,30.25,23.0,26.6,34.0,56.5,55.8,69.0,64.25,64.8,96.5
798,high rise cargo pants for women,0.0,18.0,18.8,0.0,8.0,18.6,0.0,13.75,26.0,12.25,18.5,9.0,26.0
799,parachute pants women,0.0,2.5,5.6,16.0,3.0,4.8,5.25,26.5,43.4,55.0,74.25,75.4,73.5
800,parachute cargo pants,0.0,9.0,10.2,10.75,12.5,18.0,0.0,42.25,63.8,60.5,55.75,72.8,57.5
801,formal pants for women,82.0,73.0,62.8,71.0,62.0,64.2,77.0,72.0,77.6,76.5,90.75,91.0,84.5
802,bell bottom jeans,64.0,69.75,78.0,75.75,74.25,78.6,80.25,78.25,91.0,79.75,83.5,64.2,68.5
803,boyfriend jeans for women,46.0,60.0,57.8,45.25,65.0,61.6,47.75,67.25,59.0,64.25,71.25,64.8,56.5
804,h and m,65.0,76.0,77.6,89.75,87.5,80.2,70.0,66.5,65.8,62.0,70.75,71.8,70.0
805,co ord set women,22.0,15.25,15.0,18.25,23.75,32.8,31.75,37.75,39.8,52.0,93.0,89.0,88.5
806,oversized tshirt women,20.0,36.25,28.2,11.75,20.0,20.8,41.25,65.25,74.6,69.75,85.25,60.0,66.0
807,denim shorts for women,35.0,55.75,41.6,39.25,34.5,37.4,50.0,68.75,75.8,64.75,92.75,78.8,79.0
808,tops to wear with cargo pants,0.0,7.25,7.4,25.0,32.75,8.4,7.0,21.5,13.8,17.5,22.75,12.2,39.5
809,baggy clothes,34.0,38.0,54.6,48.5,52.25,50.2,51.75,59.25,46.6,49.25,52.25,36.2,35.0
810,corset top,49.0,59.0,57.0,60.75,61.5,70.6,71.5,69.5,73.8,79.25,84.0,87.6,96.5
811,summer dress for women,6.0,9.25,8.2,6.0,13.0,18.8,41.5,56.75,80.4,62.5,54.25,23.2,16.0
812,converse shoes for women,74.0,81.0,82.0,70.0,73.0,62.2,75.75,51.75,57.0,58.5,59.5,63.6,58.5
813,cotton cargo pants for men,0.0,15.0,20.2,24.0,21.75,22.6,31.75,55.75,56.0,37.5,61.75,35.6,77.5
814,bodycon dress,66.0,85.25,70.6,81.25,93.0,82.8,79.5,82.5,80.4,76.0,83.25,80.6,93.5
815,freakins jeans,16.0,17.0,14.4,13.75,14.0,13.0,37.75,39.25,32.8,67.5,84.75,63.4,52.0
816,parachute pants womens,0.0,0.0,4.8,0.0,15.5,10.8,13.5,9.0,16.6,41.75,39.0,36.8,69.0
817,street style store,84.0,90.75,75.8,91.25,90.0,75.2,68.5,80.25,75.2,73.75,69.75,60.2,61.5
818,tube top,22.0,20.25,19.2,18.75,25.5,51.2,30.25,25.5,21.8,34.25,34.5,24.6,22.0
819,vape price in india under 1000,0.0,0.0,33.4,25.5,8.25,37.8,34.75,47.0,51.4,34.5,20.25,4.8,50.0
820,vape hookah price under 1000,0.0,8.75,13.4,47.75,21.0,27.6,30.75,33.75,5.4,31.75,4.5,16.8,16.5
821,men shoes under 500,39.0,54.5,57.4,61.25,65.5,78.0,61.5,54.25,57.8,54.75,61.25,56.0,81.0
822,shoes for men under 500,51.0,49.5,59.6,68.5,76.75,80.2,57.0,56.0,59.6,55.25,60.5,64.8,82.5
823,football under 500,41.0,37.75,27.4,50.0,68.5,72.2,65.25,55.0,56.8,56.75,60.5,66.2,70.0
824,football,7.0,8.25,9.0,55.75,57.5,11.0,9.25,11.0,7.4,7.25,17.5,11.0,10.0
825,shoes for women under 500,49.0,41.0,37.4,50.25,52.75,46.8,33.75,33.5,42.4,38.25,48.0,53.8,50.5
826,sports shoes under 500,43.0,39.75,42.2,57.5,51.0,81.0,53.0,36.75,57.4,51.0,53.25,52.2,54.5
827,nike shoes under 500,0.0,39.0,65.0,60.5,51.5,67.0,47.75,62.75,57.2,48.0,54.75,28.6,15.0
828,white shoes under 500,17.0,36.75,38.4,23.0,37.75,41.4,10.75,23.75,49.6,42.0,31.25,29.4,32.5
829,running shoes under 500,74.0,48.0,39.4,65.25,52.25,48.2,47.5,53.25,23.2,46.0,29.0,42.0,47.5
830,skating shoes under 500,16.0,12.5,14.6,9.75,7.0,14.8,18.0,32.0,51.4,54.0,66.0,56.0,41.0
831,skating,57.0,62.5,57.2,66.25,62.75,61.2,60.25,69.5,83.0,83.75,89.5,77.2,75.0
832,black shoes under 500,61.0,49.25,41.4,40.5,52.25,45.4,45.5,46.0,47.8,60.25,74.75,49.0,58.5
833,shoes for women under 200,0.0,18.25,26.0,32.0,18.25,34.2,18.25,20.75,19.4,25.75,26.0,12.0,33.5
834,jordan shoes under 1,0.0,49.25,60.6,37.75,19.75,62.0,64.25,59.0,23.0,26.25,19.5,29.8,0.0
835,skating shoes under 100 rupees,0.0,0.0,0.0,28.0,21.0,13.0,29.75,0.0,16.0,19.25,51.0,17.4,14.5
836,jio mart,42.0,51.0,68.8,46.25,54.0,63.2,54.75,52.75,54.8,42.5,27.5,27.0,37.0
837,skating shoes for girls,15.0,5.75,4.0,30.75,21.75,12.8,6.75,42.25,25.4,43.75,28.0,51.6,47.5
838,skating shoes low price,0.0,37.0,9.8,0.0,6.25,24.4,25.0,5.75,30.0,6.0,23.25,7.6,0.0
839,skating shoes under 1 000,0.0,42.5,35.4,18.0,14.5,21.2,0.0,0.0,8.4,20.0,0.0,15.2,0.0
840,skating shoes under 200 flipkart,0.0,0.0,0.0,0.0,0.0,17.8,0.0,42.0,8.2,17.75,0.0,19.8,0.0
841,skating shoes under 300,0.0,8.75,16.2,0.0,10.5,12.2,3.75,16.25,17.4,31.75,18.5,32.6,18.0
842,football shoes under 200,46.0,7.75,3.8,33.5,14.25,6.8,14.25,0.0,11.2,0.0,5.0,26.0,50.0
843,kabaddi shoes,40.0,42.0,65.4,88.75,62.25,32.2,25.5,26.25,23.8,19.75,21.25,26.0,37.5
844,skating shoes under 1,64.0,23.5,33.0,6.0,14.0,0.0,29.0,11.25,17.8,8.5,6.0,31.8,12.5
845,skateboard,88.0,81.0,79.6,78.5,75.75,72.4,73.25,80.0,89.4,88.75,89.75,71.8,62.5
846,crocs for men under 500,0.0,32.5,0.0,9.5,16.75,13.2,21.0,18.75,21.2,41.75,56.75,60.0,38.0
847,skating shoes price,31.0,22.25,26.4,24.25,31.0,33.0,37.0,34.25,52.6,67.25,80.0,51.8,58.0
848,nike air jordan,52.0,58.75,63.6,82.5,92.5,93.2,83.75,72.25,62.2,73.25,70.75,53.4,58.0
849,skating shoes under 500 amazon,0.0,16.75,0.0,0.0,0.0,44.8,25.75,0.0,31.2,10.25,40.0,31.0,0.0
850,skating shoes under 200,0.0,20.25,10.0,0.0,0.0,31.2,0.0,0.0,19.4,22.25,0.0,30.4,0.0
851,sneakers for women,72.0,80.25,79.4,86.0,96.25,92.2,79.0,85.0,83.2,87.0,92.0,84.0,93.0
852,spikes shoes,73.0,82.25,74.0,86.25,87.25,80.6,63.0,52.75,49.6,55.75,63.25,61.8,64.0
853,chikankari kurti meesho,59.0,52.75,49.0,31.75,23.0,28.6,41.5,57.0,71.0,66.75,90.0,76.8,70.0
854,chikankari kurta,43.0,51.25,56.8,35.25,28.75,50.6,68.75,77.25,88.4,74.25,79.75,74.4,93.5
855,chikankari short kurti,42.0,33.5,27.8,16.5,10.25,24.8,38.5,56.25,64.0,70.25,77.0,72.0,95.0
856,hookah price,68.0,68.0,70.0,80.5,88.0,87.8,69.0,57.5,49.8,52.5,51.25,52.2,49.5
857,smoke vape,46.0,51.5,66.2,71.5,92.25,89.2,73.0,71.75,59.6,54.0,55.0,59.8,62.5
858,vape pen price,57.0,41.75,64.8,82.0,67.25,60.2,63.5,29.5,36.6,37.75,29.75,39.4,21.5
859,yuoto vape,100.0,82.5,80.6,75.5,75.5,69.6,53.75,49.0,37.0,33.0,30.5,26.0,18.0
860,yuoto vape price,83.0,52.75,64.0,57.0,64.75,62.0,44.75,40.75,36.6,31.75,35.5,28.0,11.5
861,iget vape price,19.0,43.25,41.8,51.25,51.0,73.4,58.75,41.25,34.8,33.5,34.75,30.8,35.0
862,vape price amazon,52.0,33.5,48.8,63.75,50.0,50.6,48.75,24.75,33.8,25.75,38.0,36.4,48.0
863,amazon vape,66.0,56.5,78.2,84.75,83.5,83.4,68.0,47.5,57.8,43.75,51.0,57.2,55.0
864,vape under 500,15.0,23.75,38.6,51.75,79.5,68.6,53.75,52.75,44.6,45.25,39.5,41.8,33.5
865,thanos vape,26.0,39.5,57.0,63.5,78.0,86.4,63.75,51.5,48.6,41.75,43.0,40.4,32.0
866,iget pro price,0.0,7.25,5.8,9.5,12.0,42.2,36.75,40.25,24.6,20.25,26.0,52.2,22.0
867,elf bar bc5000 price,0.0,4.0,26.2,31.75,74.25,37.8,42.75,35.25,41.6,44.5,46.5,23.8,13.0
868,tornado vape,24.0,24.75,14.6,20.0,44.0,50.8,44.25,26.75,17.0,16.75,15.0,9.4,7.5
869,refillable vape,37.0,54.5,55.4,48.25,60.0,61.4,49.0,43.25,15.0,17.5,20.0,41.8,0.0
870,vape ringer smoke price,35.0,10.75,24.6,0.0,25.0,12.0,0.0,5.5,16.0,28.0,22.75,16.6,0.0
871,i get pro price vape,0.0,0.0,0.0,25.0,18.5,18.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0
872,wap smoke price,0.0,7.75,17.2,0.0,24.25,3.6,12.25,38.5,0.0,14.75,15.25,5.0,0.0
873,elf bar bc5000 price in india,0.0,38.75,12.6,16.5,15.75,9.6,22.0,14.75,0.0,32.5,0.0,34.2,50.0
874,chillax vape price,0.0,16.75,29.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,0.0,0.0
875,joiway vape price,0.0,11.5,15.4,0.0,30.0,15.4,0.0,33.0,6.0,9.25,0.0,0.0,0.0
876,vape smoke buy online,0.0,13.75,20.6,31.75,15.5,9.8,4.25,35.75,11.4,5.5,27.5,14.4,0.0
877,wabe smoking price,0.0,0.0,25.4,0.0,7.0,51.8,14.75,17.5,23.6,0.0,23.25,11.4,0.0
878,vape stores near me,0.0,26.25,25.2,54.75,20.5,43.4,32.0,7.0,25.2,55.5,36.5,44.0,35.5
879,elfbar price,0.0,0.0,16.4,33.0,62.25,85.4,72.25,54.25,34.0,53.75,36.25,47.2,35.5
880,5000 puffs vape price,49.0,18.5,19.8,13.25,29.0,25.4,10.0,22.75,27.2,17.75,26.75,12.0,50.0
881,iget legend vape price,29.0,18.75,7.8,0.0,46.25,5.8,25.0,11.75,21.2,12.25,36.5,0.0,0.0
882,men cargo pants,44.0,44.5,49.8,42.5,46.5,55.6,58.0,66.5,77.2,72.0,87.0,83.4,96.0
883,pants for men,64.0,66.25,72.6,62.75,66.0,74.0,75.25,74.25,86.2,80.5,91.25,87.8,96.5
884,cargo for men,47.0,48.75,54.2,45.75,50.0,60.2,64.25,72.75,80.8,77.75,93.5,87.8,95.0
885,cargo pants women,24.0,26.25,25.0,27.5,26.75,35.2,44.75,57.75,63.6,76.75,90.75,85.4,99.0
886,cargo for women,23.0,23.5,22.0,27.0,26.0,35.4,42.25,56.0,63.2,75.5,87.5,83.0,97.5
887,cargo pants for women,24.0,25.25,24.8,26.5,27.75,34.8,44.5,58.25,65.6,80.25,93.75,84.4,99.5
888,pants for women,57.0,60.5,56.4,60.75,56.75,60.8,65.0,76.25,83.4,86.75,96.25,89.8,96.5
889,black cargo,43.0,40.0,46.6,42.5,44.0,51.8,60.5,63.25,71.4,74.25,79.5,84.4,97.0
890,white cargo pants,34.0,35.25,34.8,31.5,33.25,38.6,48.25,59.75,69.6,77.75,78.0,86.2,94.5
891,green cargo pants,21.0,30.0,28.8,28.75,35.0,45.2,54.25,63.0,62.4,58.25,70.0,77.4,79.0
892,cargo pant,43.0,55.25,54.6,41.5,48.5,53.8,64.25,74.0,81.2,76.75,87.5,75.2,98.0
893,cargo pants girls,28.0,32.0,33.8,35.25,29.25,37.6,36.75,41.5,56.6,74.0,82.5,65.0,74.5
894,freakins cargo pants,0.0,22.0,6.6,9.0,19.25,0.0,0.0,5.25,16.0,34.5,58.25,51.8,0.0
895,kra cargo pants,80.0,17.75,31.0,16.75,0.0,15.6,45.25,33.5,32.4,28.75,31.0,0.0,0.0
896,loose fit cargo pants for women,0.0,0.0,9.4,0.0,10.75,8.6,10.0,27.0,26.2,28.25,41.75,40.8,97.0
897,ecko unltd cargo pants,42.0,6.5,9.4,0.0,0.0,6.8,31.25,0.0,11.8,6.25,16.25,7.0,12.5
898,brown cargo pants women,0.0,14.5,29.4,20.75,17.25,23.8,11.0,21.5,19.8,48.0,37.25,59.2,88.0
899,freakins,4.0,4.75,4.0,4.0,4.5,5.0,17.75,14.75,12.4,46.0,49.0,36.0,30.5
900,baggy jeans women,39.0,40.25,35.0,40.5,42.5,40.4,45.25,62.0,66.8,76.75,84.0,80.6,94.5
901,powerlook,36.0,38.5,51.2,65.5,60.5,59.0,50.75,51.0,54.8,53.0,72.75,82.4,97.5
